model,metrics_from,valence_rmse,valence_mse,valence_pearson,valence_r2,arousal_rmse,arousal_mse,arousal_pearson,arousal_r2
lgbmuy-419a652,tests\BEST_4_ORIGINAL_VALIDATION\arousal\large\lgbmuy-419a652\version_0,0.6214214424942267,0.38616460919160556,0.27315213195297444,0.0590131086793958,0.921863144301084,0.8498316568206811,0.30859355687955153,0.08869529876208582
lgbmeh-eea06c1,tests\BEST_4_ORIGINAL_VALIDATION\arousal\small\lgbmeh-eea06c1\version_0,0.6330312713832034,0.4007285905490349,0.2356166870005137,0.023524316551428393,0.9432183553626924,0.8896608658931023,0.26082149478585687,0.04598502175254848
lgbmv6-84f7612,tests\BEST_4_ORIGINAL_VALIDATION\valence\large\lgbmv6-84f7612\version_0,0.618020906837814,0.38194984128863396,0.28433812142529924,0.06928344742161663,0.9307480600332159,0.8662919512555949,0.28617152739609825,0.0710443397963828
lgbmfp-78d3c21,tests\BEST_4_ORIGINAL_VALIDATION\valence\small\lgbmfp-78d3c21\version_0,0.627447002667634,0.3936897411565978,0.2588974453144262,0.040676237909858415,0.9443488502480422,0.8917947509647991,0.2565667874851996,0.043696780920224554
lgbmuy-419a652,tests\BEST_4_ORIGINAL_TEST\arousal\large\lgbmuy-419a652\version_0,0.6102854880738205,0.3724483769535014,0.2002388134645546,0.015555722378030934,0.9067189757059307,0.8221393009052121,0.310632501778743,0.09123450687320211
lgbmeh-eea06c1,tests\BEST_4_ORIGINAL_TEST\arousal\small\lgbmeh-eea06c1\version_0,0.6187756740037423,0.38288333473878555,0.1751018101616734,-0.012025642220672372,0.9191603594015668,0.8448557662952174,0.2815416825060368,0.06612448008149419
lgbmv6-84f7612,tests\BEST_4_ORIGINAL_TEST\valence\large\lgbmv6-84f7612\version_0,0.6107642884246941,0.3730330160149229,0.19759245203575135,0.014010422105283138,0.9117977547681718,0.8313751456002793,0.2982531888594204,0.08102551072192477
lgbmfp-78d3c21,tests\BEST_4_ORIGINAL_TEST\valence\small\lgbmfp-78d3c21\version_0,0.6294247598499897,0.3961755283122172,0.13126149284399197,-0.04715916597889769,0.9277439496456248,0.8607088361040636,0.26823844467238217,0.048601022941630934
